# STEVAL-MKI234KA (LSM6DSV16BX)

time[us],acc_x[mg],acc_y[mg],acc_z[mg]
92140675,75.274,108.397,1082.14
92173382,86.925,112.118,1089.4
92206090,98.637,119.621,1076.28
92238800,78.873,115.229,1065.37
92271507,85.095,115.29,1065.85
92304165,97.844,112.545,1080.19
92336873,81.496,115.534,1084.64
92369581,85.644,97.478,1094.58
92402288,86.742,116.998,1093.12
92434997,83.875,104.493,1079.15
92467705,98.698,82.045,1121.85
92500413,96.136,72.285,1226.65
92533127,82.289,139.08,989.237
92565786,214.232,145.18,1160.04
92598493,732.915,67.588,1194.5
92631199,576.267,114.009,1009.43
92663908,310.673,104.92,972.645
92696618,102.358,36.173,1012.6
92729314,-442.189,40.626,959.652
92762023,-1038.1,2.257,980.453
92794731,-1527.87,-2.318,1412.64
92827454,-1114.9,-39.162,918.782
92860113,-952.515,-20.313,807.457
92892821,372.893,-139.507,1135.09
92925529,1777.91,-184.037,1243.79
92958237,1998.6,-105.103,1070.98
92990943,1998.6,-201.178,1001.92
93023651,651.053,-195.566,1099.34
93056308,-575.474,-245.464,1114.47
93089017,-1789.37,-158.966,1025.35
93121723,-1998.6,-188.795,1214.69
93154445,-1998.6,-86.254,590.724
93187153,-1547.63,-233.447,691.496
93219861,369.416,-391.986,1194.99
93252520,1760.03,-304.085,1441.73
93285230,1998.6,-342.21,1364.57
93317938,1998.6,-255.224,1056.4
93350644,1109.1,-265.228,1008.51
93383352,201.788,-389.424,1245.38
93416067,-1119.29,-308.599,967.094
93448776,-1998.6,-126.026,929.03
93481449,-1998.6,-74.481,960.323
93514158,-1750.82,-161.772,906.033
93546865,-951.295,-194.224,999.79
93579570,787.632,-241.987,1217.62
93612276,1998.6,-236.497,1386.71
93644970,1998.6,-330.925,1255.26
93677678,1870.69,-262.361,1168.82
93710385,796.721,-325.801,979.599
93743093,-469.151,-302.804,799.466
93775800,-1773.64,-236.07,1150.7
93808497,-1998.6,-95.099,1024.13
93841204,-1998.6,-109.312,775.615
