# STEVAL-MKI234KA (LSM6DSV16BX)

time[us],acc_x[mg],acc_y[mg],acc_z[mg]
73762071,120.841,48.8,1017.24
73794728,119.316,26.108,1067.68
73827436,74.42,45.933,1101.72
73860143,-14.152,62.769,1007.17
73892849,72.773,35.563,1154.91
73925557,223.443,59.841,1231.53
73958265,455.853,54.656,1173.27
73990971,336.293,66.917,1027.18
74023679,386.374,12.017,1169.31
74056387,351.726,-18.422,1098.24
74089051,25.315,56.852,874.313
74121761,-254.187,67.649,982.771
74154468,-544.303,76.616,1067.44
74187180,-759.816,132.98,939.705
74219889,-696.132,112.606,1025.9
74252583,-433.527,84.79,1066.77
74285291,-155.367,75.701,1030.78
74317998,161.894,67.588,1050.54
74350706,389.912,29.585,1047.74
74383364,412.36,67.222,1048.83
74416071,694.668,-28.365,1219.51
74448778,550.464,-10.858,1154.61
74481474,246.074,29.28,1091.17
74514170,9.76,7.076,1171.69
74546879,-314.76,69.174,1107.58
74579588,-414.8,109.678,997.716
74612298,-379.786,112.911,1006.32
74645015,-440.847,126.392,1063.96
74677672,-243.573,96.197,1101.36
74710419,102.053,58.621,1076.16
74743077,240.462,53.253,1050.54
74775784,419.436,37.149,1087.93
74808494,551.928,-0.305,1139.97
74841216,408.822,17.202,1115.38
74873926,280.844,13.054,1152.05
74906586,6.893,35.929,1094.95
74939307,-360.022,80.52,1072.44
74972016,-403.881,96.075,1068.72
75004726,-488.793,99.308,971.974
75037435,-602.68,86.498,1009.98
75070141,-236.192,55.754,1115.57
75102799,204.899,45.933,1055.61
75135507,508.984,52.399,1092.39
75168231,744.871,22.875,1086.53
75200928,648.735,49.532,1057.62
75233635,452.376,-7.32,1234.76
75266341,139.812,2.013,1211.03
75299049,-212.707,59.963,1056.58
75331756,-472.323,65.392,1095.56
75364464,-466.406,68.381,1078.72
75397157,-367.769,101.016,946.171
75429867,-348.371,85.156,1011.81
75462573,-259.799,75.579,1048.41
75495231,253.882,36.173,1113.62
75527938,660.569,9.638,1114.53
75560645,749.873,47.214,1070.24
75593342,806.054,7.93,1069.63
75626049,507.398,9.455,1051.82
75658757,104.676,39.04,1144.3
75691465,-18.666,44.53,1091.78
75724172,-290.604,62.525,900.055
75756883,-629.032,92.049,1062.8
75789590,-592.798,88.938,1141.86
75822249,-397.72,64.294,1031.14
75854956,-276.757,70.211,1053.84
75887667,55.998,50.203,1117.4
75920375,489.525,26.169,1116.36
75953089,719.129,43.127,1129.54
75985795,758.535,34.221,1115.75
76018502,602.68,25.193,1071.22
76051222,300.791,31.293,1121.85
76083879,-28.67,26.718,1121.18
76116587,-305.488,46.665,1071.83
76149295,-455.548,76.86,1039.01
76182002,-563.945,93.94,1035.23
76214710,-432.551,50.264,1017.6
76247418,-345.26,82.96,1014.13
76280132,38.857,86.62,1024.62
76312789,544.364,58.926,1059.81
76345498,838.628,30.134,1194.44
76378203,757.742,32.269,1150.83
76410911,519.903,38.003,1167.91
76443618,245.22,25.742,1203.96
76476325,-99.491,52.216,1159.37
76509032,-320.921,49.715,1050.12
76541738,-507.215,102.297,954.65
76574445,-545.401,122.732,996.984
76607152,-334.036,64.843,997.96
76639810,-355.447,108.641,951.661
76672518,-134.2,107.36,973.621
76705234,461.77,46.787,1128.56
76737944,754.082,39.101,1187.37
76770651,755.241,59.353,1240.19
76803358,690.581,18.971,1194.14
76836065,350.933,14.518,1122.95
76868772,-78.69,25.193,1112.88
76901432,-401.868,82.777,1046.64
76934139,-428.403,93.208,934.398
76966849,-620.858,149.267,1028.46
76999557,-512.522,123.281,951.539
77032263,-453.718,107.787,1001.44
77064970,-54.351,102.907,1089.22
77097679,471.164,60.695,1184.32
77130387,727.303,93.635,1108
77163093,841.19,58.438,1135.03
77195753,670.451,27.633,1155.04
77228460,356.606,31.903,1064.08
77261169,-13.237,34.587,1187.61
77293879,-189.283,57.035,1069.82
77326574,-412.482,90.402,882.853
77359281,-735.294,136.396,1089.34
77391975,-672.525,119.804,1062.32
77424683,-581.269,117.181,941.352
77457391,-416.386,125.66,1141.92
77490098,355.386,36.173,1072.81
77522805,727.852,57.584,1008.21
77555512,758.779,58.316,1312.05
77588220,681.37,41.663,1302.78
77620877,392.779,103.883,953.857
77653586,60.39,73.017,1052.49
77686295,-291.458,30.683,1298.75
77719001,-553.148,104.676,1095.44
77751709,-642.208,153.537,905.179
77784417,-639.219,132.614,981.124
77817132,-509.289,95.709,1008.57
77849838,-412.787,107.909,915.732
77882545,51.606,81.252,986.919
77915203,499.773,48.739,1085.49
77947911,679.784,100.833,1116.67
77980618,968.741,13.908,1237.99
78013326,759.389,34.831,1102.03
78046034,305.244,58.743,1148.93
78078741,23.119,5.612,1311.93
78111449,-267.485,31.964,1089.89
78144159,-581.513,76.799,939.034
78176867,-722.85,138.47,996.679
78209573,-481.107,101.504,953.552
78242269,-425.109,92.232,1014.13
78274979,-202.337,103.822,1105.44
78307640,188.612,98.271,1049.81
78340347,394.487,107.909,1062.32
78373054,711.626,80.215,1222.26
78405762,907.314,7.503,1213.35
78438469,543.876,66.124,1053.53
78471178,175.009,32.086,1233.97
78503888,-102.297,41.175,1211.89
78536595,-311.649,68.076,890.112
78569253,-578.402,116.388,945.5
78601959,-613.05,151.951,996.496
78634666,-446.459,121.695,944.707
78667375,-391.315,108.397,1099.95
78700089,-0.183,111.935,1232.32
78732795,537.837,93.391,1136.19
78765502,729.255,117.791,1100.56
78798209,833.87,59.719,1121.73
78830915,650.565,76.921,967.155
78863573,281.637,72.773,965.752
78896296,-65.026,32.635,1219.57
78929004,-281.21,57.157,1189.01
78961712,-509.35,88.572,970.876
78994420,-754.082,139.019,1050.54
79027132,-518.195,102.541,1000.22
79059788,-294.874,76.555,1014.43
79092496,-11.224,87.291,1112.34
79125204,503.25,84.424,1104.53
79157912,683.322,137.067,1086.53
79190622,843.386,53.985,1234.46
79223331,670.39,35.624,1130.03
79256040,382.104,54.961,1018.39
79288747,25.193,40.138,1092.82
79321405,-376.675,74.725,1135.94
79354112,-490.745,85.156,1027.61
79386821,-674.477,127.368,1060.73
79419528,-635.681,124.623,1072.2
79452255,-354.654,107.665,928.542
79484949,-88.145,127.124,1095.5
79517656,535.397,63.684,1151.86
79550363,933.3,25.986,1074.76
79583021,845.643,80.52,1030.23
79615729,708.149,41.846,1103.06
79648438,373.198,19.215,1110.69
79681145,-114.436,36.417,1133.44
79713852,-485.621,94.245,1111.6
79746560,-487.085,71.248,1133.08
79779269,-639.463,107.36,1085.8
79811965,-633.607,127.429,1035.78
79844673,-127.673,92.72,950.746
79877380,298.107,85.095,1059.94
79910038,599.264,87.535,1203.1
79942745,965.996,49.41,1171.44
79975452,793.915,94.306,972.584
80008159,416.081,82.167,1051.52
80040867,125.538,29.463,1229.64
80073576,-224.541,86.925,1055.3
80106284,-546.133,111.325,1081.59
80138991,-622.017,99.613,1145.95
80171649,-646.905,154.94,941.474
80204358,-403.149,102.602,920.856
80237065,-198.616,140.605,1052.86
80269772,448.167,95.892,1112.15
80302480,831.613,91.195,1100.13
80335187,932.934,94.794,1174.43
80367894,872.849,52.704,1124.9
80400601,434.93,89.609,992.714
80433308,-45.201,98.881,1111.85
80465965,-272.792,82.228,1201.27
80498673,-534.604,139.934,1056.58
80531382,-704.062,156.343,978.257
80564086,-714.371,134.993,1044.38
