acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps]
35.747,-12.259,1000.795,0.000,0.000,0.000
38.871,-16.544,998.536,0.000,0.000,0.000
37.530,-13.074,998.537,0.000,0.000,0.000
35.648,-11.312,1001.139,0.000,0.000,0.000
30.684,-13.020,1000.008,0.000,0.000,0.000
35.628,-14.747,1001.136,0.000,0.000,0.000
34.175,-15.759,997.917,0.000,0.000,0.000
35.030,-9.603,1002.922,0.000,0.000,0.000
33.647,-16.720,995.373,0.000,0.000,0.000
34.778,-15.136,997.520,0.000,0.000,0.000
34.771,-13.510,996.184,0.000,0.000,0.000
35.446,-11.525,991.076,0.000,0.000,0.000
35.986,-9.073,997.529,0.000,0.000,0.000
29.076,-11.773,997.153,0.000,0.000,0.000
41.234,-15.327,998.412,0.000,0.000,0.000
36.758,-16.529,996.594,0.000,0.000,0.000
38.992,-13.067,1000.033,0.000,0.000,0.000
33.741,-14.382,1004.225,0.000,0.000,0.000
36.814,-9.786,999.608,0.000,0.000,0.000
35.181,-18.699,998.093,0.000,0.000,0.000
32.393,-17.003,994.614,0.000,0.000,0.000
41.033,-17.288,996.774,0.000,0.000,0.000
32.010,-13.208,996.351,0.000,0.000,0.000
34.419,-14.913,997.568,0.000,0.000,0.000
39.243,-13.695,996.294,0.000,0.000,0.000
34.873,-14.485,992.723,0.000,0.000,0.000
36.639,-11.038,995.911,0.000,0.000,0.000
36.044,-16.130,997.229,0.000,0.000,0.000
32.275,-16.902,1002.082,0.000,0.000,0.000
37.587,-9.403,997.334,0.000,0.000,0.000
39.269,-12.078,997.565,0.000,0.000,0.000
37.914,-14.141,1001.707,0.000,0.000,0.000
35.805,-13.647,998.350,0.000,0.000,0.000
31.566,-12.386,1004.136,0.000,0.000,0.000
38.139,-17.349,999.568,0.000,0.000,0.000
34.157,-11.494,998.153,0.000,0.000,0.000
35.450,-13.250,996.873,0.000,0.000,0.000
37.659,-14.568,1000.057,0.000,0.000,0.000
39.072,-12.148,1002.227,0.000,0.000,0.000
38.984,-16.464,998.221,0.000,0.000,0.000
31.961,-15.205,994.962,0.000,0.000,0.000
36.642,-15.584,997.692,0.000,0.000,0.000
37.068,-11.970,994.458,0.000,0.000,0.000
37.843,-10.406,997.557,0.000,0.000,0.000
38.767,-10.848,1002.195,0.000,0.000,0.000
36.593,-14.386,996.645,0.000,0.000,0.000
34.464,-17.717,999.425,0.000,0.000,0.000
35.067,-14.768,998.312,0.000,0.000,0.000
35.286,-16.375,994.362,0.000,0.000,0.000
34.710,-11.751,997.749,0.000,0.000,0.000
34.529,-12.016,1000.110,0.000,0.000,0.000
30.665,-16.419,997.386,0.000,0.000,0.000
35.146,-15.708,997.071,0.000,0.000,0.000
37.460,-16.047,1000.255,0.000,0.000,0.000
37.752,-14.187,999.009,0.000,0.000,0.000
34.648,-10.691,1000.661,0.000,0.000,0.000
36.459,-14.523,996.519,0.000,0.000,0.000
37.384,-12.039,998.187,0.000,0.000,0.000
32.983,-10.931,1002.313,0.000,0.000,0.000
37.457,-13.017,996.884,0.000,0.000,0.000
35.363,-15.356,1000.308,0.000,0.000,0.000
34.131,-8.216,998.221,0.000,0.000,0.000
32.826,-20.407,997.228,0.000,0.000,0.000
33.374,-12.490,999.649,0.000,0.000,0.000
36.449,-14.767,1000.528,0.000,0.000,0.000
38.668,-13.012,997.368,0.000,0.000,0.000
39.748,-20.785,994.060,0.000,0.000,0.000
37.829,-14.173,993.061,0.000,0.000,0.000
32.452,-15.515,996.465,0.000,0.000,0.000
37.760,-16.355,995.901,0.000,0.000,0.000
35.458,-15.163,986.501,0.000,0.000,0.000
36.579,-15.251,990.815,0.000,0.000,0.000
37.432,-17.436,990.610,0.000,0.000,0.000
37.752,-19.373,994.241,0.000,0.000,0.000
33.021,-14.734,996.815,0.000,0.000,0.000
36.923,-13.874,997.936,0.000,0.000,0.000
29.177,-14.120,1001.449,0.000,0.000,0.000
34.492,-15.245,998.637,0.000,0.000,0.000
32.907,-11.505,997.580,0.000,0.000,0.000
38.718,-15.524,1000.175,0.000,0.000,0.000
32.491,-13.451,1004.118,0.000,0.000,0.000
41.293,-17.814,998.452,0.000,0.000,0.000
28.399,-10.845,996.206,0.000,0.000,0.000
42.155,-16.261,996.238,0.000,0.000,0.000
33.587,-11.814,1000.851,0.000,0.000,0.000
38.542,-18.955,994.108,0.000,0.000,0.000
21.826,-12.776,997.367,0.000,0.000,0.000
44.963,-17.644,991.398,0.000,0.000,0.000
25.598,-11.038,1004.028,0.000,0.000,0.000
47.846,-22.181,990.646,0.000,0.000,0.000
21.525,-7.685,1002.459,0.000,0.000,0.000
49.831,-21.969,991.729,0.000,0.000,0.000
18.499,-4.784,1002.475,0.000,0.000,0.000
55.545,-22.670,986.420,0.000,0.000,0.000
9.862,-2.874,1012.056,0.000,0.000,0.000
72.425,-27.270,980.712,0.000,0.000,0.000
-12.866,5.167,1027.025,0.000,0.000,0.000
137.174,5.979,958.810,0.000,0.000,0.000
75.807,49.460,1062.256,0.000,0.000,0.000
140.074,154.050,899.134,0.000,0.000,0.000
383.528,29.497,487.341,0.000,0.000,0.000
-192.024,-19.663,1073.368,0.000,0.000,0.000
185.080,-41.789,889.774,0.000,0.000,0.000
-32.137,52.907,970.812,0.000,0.000,0.000
89.781,-7.192,939.163,0.000,0.000,0.000
-86.098,-4.302,1060.952,0.000,0.000,0.000
-2.639,109.605,1085.712,0.000,0.000,0.000
-127.379,3.672,1033.756,0.000,0.000,0.000
146.017,-24.607,968.828,0.000,0.000,0.000
-19.108,-177.659,1041.426,0.000,0.000,0.000
37.613,33.589,921.602,0.000,0.000,0.000
-192.652,-94.646,1241.433,0.000,0.000,0.000
358.174,-326.488,1264.692,0.000,0.000,0.000
1126.388,-157.609,857.255,0.000,0.000,0.000
-571.093,-126.095,1233.140,0.000,0.000,0.000
-140.691,-303.452,1715.391,0.000,0.000,0.000
253.180,-334.371,1454.685,0.000,0.000,0.000
91.652,-154.708,1485.719,0.000,0.000,0.000
294.245,-81.866,951.426,0.000,0.000,0.000
650.895,205.305,1049.931,0.000,0.000,0.000
128.625,75.286,1421.728,0.000,0.000,0.000
-86.435,457.440,624.639,0.000,0.000,0.000
226.263,334.397,890.657,0.000,0.000,0.000
-210.235,642.781,422.699,0.000,0.000,0.000
222.394,488.607,152.768,0.000,0.000,0.000
-250.582,809.644,-113.870,0.000,0.000,0.000
-278.372,943.623,-330.375,0.000,0.000,0.000
164.794,730.943,-341.989,0.000,0.000,0.000
-94.000,979.775,-76.125,0.000,0.000,0.000
76.946,823.060,-114.840,0.000,0.000,0.000
25.747,968.722,-120.468,0.000,0.000,0.000
-36.393,1008.712,86.985,0.000,0.000,0.000
260.420,836.687,-211.674,0.000,0.000,0.000
41.969,1047.496,274.625,0.000,0.000,0.000
23.148,1023.710,116.283,0.000,0.000,0.000
305.955,915.277,76.727,0.000,0.000,0.000
