acc_h_x[mg],acc_h_y[mg],acc_h_z[mg]
-2213.568,2412.672,-749.568
-2596.160,2213.568,-452.864
-2705.472,1909.056,-7.808
-2350.208,1569.408,448.960
-1756.800,1346.880,737.856
-1179.008,1190.720,1022.848
-718.336,1054.080,1241.472
-448.960,944.768,1409.344
-409.920,866.688,1499.136
-511.424,823.744,1561.600
-577.792,870.592,1698.240
-792.512,925.248,1799.744
-796.416,940.864,1940.288
-858.880,1147.776,2073.024
-894.016,655.872,2135.488
-905.728,812.032,2229.184
-737.856,886.208,2084.736
-714.432,722.240,2256.512
-616.832,441.152,2568.832
-519.232,386.496,2799.168
-300.608,448.960,2853.824
-148.352,710.528,2689.856
-140.544,917.440,2506.368
-85.888,960.384,2334.592
-140.544,956.480,2311.168
-234.240,913.536,2287.744
-331.840,847.168,2307.264
-433.344,812.032,2225.280
-464.576,808.128,2147.200
-503.616,804.224,2045.696
-484.096,812.032,1991.040
-499.712,847.168,1932.480
-476.288,691.008,1756.800
-421.632,601.216,1663.104
-413.824,569.984,1510.848
-402.112,519.232,1366.400
-417.728,507.520,1253.184
-425.536,468.480,1147.776
-429.440,437.248,1018.944
-386.496,437.248,944.768
-370.880,429.440,870.592
-327.936,417.728,823.744
-277.184,390.400,808.128
-234.240,390.400,819.840
-242.048,363.072,831.552
-160.064,351.360,851.072
-144.448,335.744,894.016
-128.832,331.840,909.632
-97.600,343.552,956.480
-66.368,343.552,956.480
-66.368,327.936,995.520
-50.752,335.744,1042.368
-31.232,355.264,1050.176
11.712,351.360,1093.120
19.520,347.456,1073.600
46.848,347.456,1081.408
42.944,339.648,1097.024
27.328,339.648,1085.312
62.464,335.744,1046.272
85.888,347.456,1026.752
113.216,351.360,1034.560
97.600,347.456,1018.944
113.216,327.936,1018.944
101.504,316.224,995.520
70.272,324.032,972.096
62.464,351.360,960.384
78.080,331.840,968.192
62.464,292.800,944.768
66.368,343.552,933.056
54.656,347.456,929.152
15.616,339.648,913.536
35.136,374.784,897.920
27.328,366.976,890.112
19.520,386.496,894.016
11.712,359.168,851.072
35.136,366.976,843.264
3.904,359.168,827.648
23.424,378.688,796.416
7.808,335.744,808.128
-19.520,351.360,780.800
-11.712,374.784,792.512
-7.808,359.168,792.512
-23.424,370.880,772.992
-15.616,343.552,765.184
-19.520,370.880,765.184
-46.848,359.168,765.184
-27.328,378.688,769.088
-23.424,382.592,769.088
-78.080,394.304,765.184
-74.176,378.688,761.280
-62.464,386.496,776.896
-70.272,390.400,749.568
-70.272,390.400,757.376
-70.272,382.592,714.432
-78.080,382.592,733.952
-66.368,363.072,730.048
-46.848,370.880,718.336
-70.272,359.168,683.200
-54.656,343.552,694.912
-81.984,359.168,679.296
-35.136,351.360,675.392
-39.040,355.264,663.680
-35.136,366.976,671.488
3.904,370.880,632.448
3.904,339.648,628.544
-3.904,374.784,612.928
-27.328,351.360,612.928
7.808,347.456,581.696
3.904,335.744,558.272
0.000,351.360,554.368
35.136,316.224,542.656
19.520,324.032,515.328
50.752,320.128,503.616
46.848,308.416,472.384
39.040,316.224,456.768
46.848,292.800,448.960
54.656,296.704,445.056
46.848,281.088,425.536
46.848,292.800,402.112
46.848,284.992,398.208
50.752,265.472,382.592
54.656,308.416,366.976
66.368,284.992,386.496
85.888,296.704,359.168
97.600,320.128,374.784
74.176,292.800,312.320
105.408,277.184,324.032
109.312,273.280,304.512
101.504,269.376,281.088
97.600,281.088,277.184
128.832,257.664,265.472
124.928,238.144,257.664
124.928,230.336,242.048
109.312,226.432,238.144
156.160,257.664,222.528
140.544,245.952,218.624
124.928,257.664,195.200
144.448,261.568,214.720
124.928,249.856,218.624
128.832,253.760,191.296
144.448,273.280,183.488
132.736,273.280,144.448
148.352,273.280,152.256
144.448,242.048,132.736
124.928,242.048,128.832
152.256,249.856,117.120
171.776,222.528,74.176
148.352,242.048,74.176
171.776,222.528,58.560
160.064,234.240,39.040
179.584,226.432,39.040
199.104,230.336,15.616
199.104,222.528,-11.712
195.200,226.432,-11.712
210.816,226.432,-42.944
218.624,183.488,-42.944
226.432,234.240,-81.984
222.528,195.200,-121.024
257.664,187.392,-124.928
214.720,148.352,-136.640
238.144,167.872,-171.776
242.048,183.488,-171.776
214.720,140.544,-175.680
234.240,156.160,-206.912
191.296,160.064,-191.296
214.720,128.832,-203.008
199.104,156.160,-210.816
191.296,156.160,-187.392
156.160,156.160,-191.296
140.544,187.392,-195.200
175.680,203.008,-187.392
163.968,163.968,-195.200
156.160,171.776,-191.296
144.448,191.296,-167.872
152.256,160.064,-187.392
140.544,183.488,-191.296
132.736,156.160,-195.200
101.504,136.640,-167.872
97.600,144.448,-179.584
89.792,152.256,-152.256
70.272,163.968,-167.872
62.464,171.776,-148.352
-3.904,148.352,-136.640
-35.136,191.296,-97.600
-50.752,195.200,-101.504
-89.792,195.200,-42.944
-93.696,234.240,-3.904
-89.792,261.568,15.616
-113.216,242.048,27.328
-132.736,269.376,70.272
-156.160,281.088,117.120
-195.200,320.128,156.160
-195.200,320.128,191.296
-226.432,327.936,214.720
-257.664,347.456,281.088
-265.472,378.688,288.896
-269.376,355.264,331.840
-281.088,398.208,378.688
-300.608,413.824,409.920
-296.704,409.920,452.864
-300.608,433.344,456.768
-335.744,448.960,495.808
-324.032,448.960,542.656
-366.976,460.672,577.792
-378.688,488.000,620.736
-394.304,488.000,640.256
-359.168,515.328,671.488
-402.112,507.520,655.872
-402.112,511.424,722.240
-433.344,534.848,726.144
-456.768,546.560,749.568
-499.712,546.560,741.760
-527.040,569.984,761.280
-597.312,605.120,772.992
-605.120,620.736,776.896
-663.680,648.064,772.992
-694.912,651.968,788.608
-726.144,651.968,823.744
-745.664,698.816,784.704
-757.376,718.336,780.800
-769.088,698.816,788.608
-769.088,714.432,788.608
-815.936,718.336,792.512
-827.648,757.376,761.280
-808.128,741.760,784.704
-835.456,745.664,792.512
-847.168,776.896,792.512
-870.592,757.376,792.512
-866.688,788.608,808.128
-851.072,788.608,788.608
-886.208,788.608,815.936
-870.592,796.416,847.168
-886.208,808.128,854.976
-854.976,815.936,886.208
-870.592,819.840,894.016
-854.976,831.552,905.728
-858.880,851.072,905.728
-854.976,847.168,933.056
-823.744,870.592,940.864
-858.880,890.112,968.192
-827.648,897.920,1003.328
-835.456,913.536,983.808
-831.552,921.344,1007.232
-835.456,921.344,1003.328
-808.128,940.864,1046.272
-792.512,925.248,1050.176
-796.416,929.152,1046.272
-780.800,917.440,1073.600
-753.472,933.056,1085.312
-737.856,936.960,1089.216
-706.624,901.824,1100.928
-694.912,944.768,1100.928
-671.488,929.152,1097.024
-651.968,913.536,1108.736
-648.064,886.208,1104.832
-628.544,874.496,1081.408
-616.832,866.688,1077.504
-585.600,1124.352,1100.928
-558.272,569.984,1124.352
-550.464,1284.416,991.616
-491.904,948.672,968.192
-550.464,562.176,1198.528
-507.520,640.256,1190.720
-437.248,769.088,1007.232
-456.768,925.248,901.824
-452.864,1151.680,784.704
-441.152,983.808,831.552
-452.864,804.224,952.576
-413.824,812.032,944.768
-374.784,843.264,894.016
-363.072,772.992,905.728
-370.880,691.008,972.096
-343.552,655.872,956.480
-320.128,651.968,999.424
-320.128,706.624,936.960
-300.608,753.472,874.496
-281.088,804.224,827.648
-288.896,823.744,784.704
-261.568,823.744,769.088
-261.568,772.992,730.048
-230.336,745.664,737.856
-230.336,694.912,745.664
-191.296,659.776,733.952
-230.336,648.064,718.336
-210.816,644.160,737.856
-226.432,624.640,757.376
-183.488,605.120,761.280
-214.720,648.064,730.048
-175.680,667.584,733.952
-167.872,671.488,718.336
-171.776,675.392,737.856
-179.584,648.064,718.336
-163.968,667.584,718.336
-144.448,636.352,702.720
-163.968,640.256,706.624
-148.352,620.736,687.104
-109.312,609.024,679.296
-117.120,585.600,659.776
-109.312,605.120,671.488
-124.928,612.928,648.064
-105.408,612.928,663.680
-124.928,605.120,671.488
-148.352,616.832,698.816
-144.448,601.216,679.296
-148.352,620.736,691.008
-156.160,628.544,710.528
-156.160,624.640,698.816
-152.256,601.216,722.240
-148.352,632.448,737.856
-140.544,644.160,733.952
-152.256,632.448,737.856
-132.736,612.928,749.568
-128.832,612.928,753.472
-140.544,589.504,757.376
-144.448,601.216,772.992
-128.832,605.120,749.568
-113.216,609.024,745.664
-105.408,597.312,737.856
-109.312,585.600,726.144
-124.928,593.408,722.240
-93.696,609.024,722.240
-121.024,569.984,714.432
-89.792,577.792,714.432
-70.272,569.984,691.008
-74.176,569.984,679.296
-74.176,558.272,671.488
-66.368,554.368,675.392
-105.408,569.984,655.872
-81.984,554.368,659.776
-74.176,550.464,636.352
-93.696,550.464,628.544
-78.080,538.752,628.544
-93.696,527.040,628.544
-70.272,542.656,620.736
-93.696,530.944,612.928
-50.752,546.560,624.640
-70.272,546.560,616.832
-62.464,523.136,612.928
-85.888,515.328,597.312
-58.560,503.616,609.024
-70.272,542.656,585.600
-74.176,519.232,597.312
-74.176,519.232,593.408
-70.272,503.616,573.888
-42.944,476.288,573.888
-66.368,488.000,585.600
-39.040,491.904,554.368
-50.752,495.808,550.464
-54.656,480.192,542.656
-31.232,491.904,530.944
-27.328,472.384,550.464
-15.616,472.384,515.328
-27.328,468.480,534.848
-50.752,445.056,530.944
-31.232,445.056,530.944
-58.560,488.000,519.232
-66.368,480.192,523.136
-70.272,464.576,530.944
-66.368,464.576,523.136
-89.792,468.480,515.328
-78.080,464.576,491.904
-89.792,476.288,495.808
-58.560,480.192,515.328
-109.312,488.000,507.520
-101.504,491.904,507.520
-78.080,495.808,519.232
-121.024,472.384,534.848
-81.984,472.384,527.040
-101.504,464.576,530.944
-89.792,480.192,534.848
-66.368,476.288,550.464
-74.176,488.000,538.752
-78.080,491.904,538.752
-81.984,488.000,558.272
-62.464,468.480,542.656
-54.656,464.576,530.944
-54.656,460.672,538.752
-39.040,445.056,534.848
-39.040,460.672,558.272
-66.368,448.960,534.848
-42.944,468.480,550.464
-27.328,456.768,519.232
-23.424,452.864,523.136
-31.232,464.576,507.520
-31.232,448.960,495.808
-15.616,452.864,519.232
-11.712,421.632,507.520
-7.808,448.960,488.000
-35.136,448.960,480.192
-46.848,409.920,456.768
-23.424,429.440,441.152
-23.424,429.440,437.248
-35.136,425.536,445.056
-42.944,406.016,445.056
-39.040,413.824,429.440
-54.656,413.824,413.824
-58.560,386.496,402.112
-58.560,406.016,398.208
-46.848,406.016,398.208
-15.616,402.112,382.592
-19.520,386.496,402.112
-31.232,417.728,370.880
-19.520,413.824,363.072
-39.040,406.016,347.456
-19.520,378.688,335.744
-39.040,378.688,343.552
3.904,370.880,324.032
-27.328,366.976,320.128
3.904,370.880,324.032
7.808,378.688,304.512
3.904,374.784,331.840
15.616,363.072,292.800
-3.904,355.264,296.704
-15.616,374.784,284.992
-23.424,359.168,284.992
-42.944,359.168,284.992
-23.424,359.168,277.184
-15.616,320.128,284.992
-11.712,335.744,273.280
-35.136,343.552,253.760
-27.328,327.936,277.184
-35.136,343.552,265.472
-27.328,359.168,257.664
-66.368,343.552,277.184
-70.272,343.552,277.184
-78.080,343.552,281.088
-81.984,339.648,265.472
-105.408,347.456,296.704
-93.696,355.264,308.416
-89.792,382.592,327.936
-113.216,363.072,343.552
-121.024,378.688,343.552
-140.544,398.208,351.360
-144.448,374.784,382.592
-160.064,382.592,394.304
-183.488,398.208,390.400
-175.680,382.592,402.112
-160.064,402.112,421.632
-218.624,425.536,433.344
-210.816,413.824,452.864
-191.296,417.728,468.480
-210.816,421.632,476.288
-206.912,433.344,503.616
-187.392,460.672,515.328
-203.008,468.480,515.328
-206.912,476.288,519.232
-234.240,491.904,542.656
-222.528,507.520,530.944
-245.952,495.808,558.272
-253.760,507.520,562.176
-249.856,503.616,573.888
-284.992,519.232,577.792
-249.856,515.328,593.408
-261.568,530.944,593.408
-249.856,542.656,558.272
-284.992,554.368,585.600
-261.568,550.464,597.312
-277.184,569.984,593.408
-261.568,562.176,601.216
-292.800,566.080,609.024
-292.800,530.944,612.928
-312.320,554.368,640.256
-292.800,554.368,612.928
-327.936,558.272,648.064
-327.936,550.464,632.448
-324.032,542.656,648.064
-363.072,577.792,644.160
-347.456,569.984,640.256
-343.552,601.216,648.064
-343.552,601.216,667.584
-343.552,605.120,687.104
-366.976,597.312,691.008
-402.112,640.256,691.008
-370.880,612.928,683.200
-378.688,616.832,706.624
-382.592,605.120,714.432
-402.112,636.352,733.952
-406.016,655.872,761.280
-406.016,671.488,761.280
-417.728,644.160,788.608
-409.920,667.584,788.608
-417.728,706.624,804.224
-417.728,710.528,831.552
-398.208,694.912,827.648
-382.592,718.336,847.168
-382.592,683.200,819.840
-382.592,726.144,839.360
-386.496,714.432,843.264
-386.496,706.624,831.552
-359.168,722.240,847.168
-351.360,698.816,862.784
-374.784,722.240,858.880
-343.552,726.144,851.072
-351.360,733.952,854.976
-331.840,694.912,851.072
-339.648,714.432,839.360
-351.360,730.048,839.360
-327.936,698.816,851.072
-288.896,698.816,831.552
-316.224,706.624,847.168
-284.992,698.816,839.360
-257.664,694.912,827.648
-288.896,694.912,808.128
-277.184,675.392,812.032
-234.240,663.680,815.936
-265.472,659.776,776.896
-245.952,671.488,804.224
-265.472,679.296,761.280
-242.048,655.872,788.608
-234.240,648.064,788.608
-257.664,648.064,796.416
-222.528,663.680,761.280
-203.008,651.968,784.704
-214.720,663.680,796.416
-210.816,659.776,769.088
-206.912,655.872,780.800
-183.488,644.160,753.472
-163.968,620.736,769.088
-179.584,651.968,741.760
-140.544,648.064,757.376
-167.872,640.256,757.376
-163.968,620.736,753.472
-156.160,651.968,749.568
-132.736,609.024,761.280
-124.928,628.544,769.088
-121.024,616.832,780.800
-93.696,624.640,741.760
-89.792,616.832,772.992
-70.272,601.216,769.088
-81.984,624.640,761.280
-62.464,612.928,765.184
-62.464,589.504,757.376
-46.848,597.312,772.992
-31.232,597.312,749.568
-27.328,601.216,761.280
-15.616,569.984,784.704
-23.424,589.504,765.184
0.000,601.216,737.856
-7.808,581.696,761.280
3.904,562.176,761.280
11.712,589.504,761.280
-3.904,562.176,761.280
19.520,573.888,741.760
0.000,562.176,769.088
23.424,546.560,772.992
27.328,569.984,730.048
11.712,554.368,745.664
7.808,566.080,753.472
19.520,569.984,757.376
-35.136,562.176,741.760
46.848,546.560,749.568
15.616,562.176,749.568
35.136,554.368,737.856
11.712,538.752,718.336
42.944,562.176,749.568
27.328,562.176,737.856
15.616,542.656,706.624
7.808,538.752,722.240
7.808,538.752,714.432
15.616,527.040,718.336
27.328,523.136,706.624
23.424,515.328,722.240
-15.616,530.944,691.008
-7.808,519.232,702.720
-11.712,503.616,667.584
-19.520,511.424,679.296
3.904,488.000,679.296
3.904,507.520,671.488
-27.328,503.616,675.392
-50.752,499.712,698.816
-19.520,511.424,706.624
-46.848,511.424,694.912
-62.464,511.424,706.624
-39.040,507.520,706.624
-58.560,495.808,691.008
-78.080,507.520,663.680
-70.272,511.424,667.584
-74.176,488.000,702.720
-74.176,468.480,683.200
-66.368,511.424,683.200
-89.792,488.000,679.296
-70.272,476.288,671.488
-93.696,499.712,687.104
-105.408,495.808,710.528
-97.600,499.712,667.584
-93.696,488.000,698.816
-101.504,484.096,698.816
-105.408,503.616,726.144
-121.024,495.808,706.624
-105.408,523.136,730.048
-136.640,515.328,718.336
-136.640,527.040,718.336
-124.928,534.848,730.048
-136.640,515.328,726.144
-132.736,495.808,737.856
-136.640,503.616,749.568
-167.872,546.560,757.376
-160.064,511.424,772.992
-156.160,511.424,745.664
-156.160,511.424,765.184
-148.352,530.944,765.184
-144.448,550.464,765.184
-175.680,519.232,761.280
-121.024,530.944,769.088
-191.296,538.752,776.896
-152.256,530.944,765.184
-144.448,530.944,776.896
-144.448,507.520,761.280
-148.352,534.848,772.992
-132.736,515.328,757.376
-128.832,507.520,749.568
-132.736,503.616,741.760
-117.120,511.424,745.664
-109.312,519.232,718.336
-140.544,511.424,726.144
-140.544,503.616,710.528
-124.928,530.944,722.240
-124.928,491.904,710.528
-101.504,484.096,710.528
-105.408,511.424,687.104
-136.640,480.192,691.008
-136.640,491.904,691.008
-140.544,488.000,702.720
-97.600,484.096,671.488
-117.120,499.712,687.104
-121.024,495.808,667.584
-136.640,484.096,655.872
-156.160,488.000,659.776
-124.928,488.000,636.352
-117.120,472.384,648.064
-109.312,472.384,655.872
-109.312,472.384,624.640
-121.024,480.192,636.352
-89.792,468.480,601.216
-113.216,468.480,605.120
-105.408,464.576,628.544
-81.984,480.192,609.024
-124.928,464.576,609.024
-101.504,460.672,593.408
-128.832,456.768,593.408
-101.504,468.480,573.888
-152.256,464.576,573.888
-144.448,468.480,601.216
-132.736,448.960,566.080
-128.832,488.000,562.176
-121.024,448.960,554.368
-156.160,460.672,558.272
-140.544,456.768,562.176
-132.736,460.672,554.368
-128.832,437.248,554.368
-93.696,456.768,534.848
-101.504,445.056,534.848
-117.120,445.056,527.040
-101.504,413.824,538.752
-101.504,409.920,503.616
-124.928,437.248,507.520
-117.120,452.864,523.136
-85.888,448.960,511.424
-85.888,441.152,507.520
-54.656,417.728,484.096
-54.656,398.208,484.096
-54.656,413.824,503.616
-78.080,398.208,488.000
-54.656,394.304,472.384
-66.368,433.344,476.288
-42.944,402.112,468.480
-54.656,390.400,452.864
-81.984,402.112,460.672
-54.656,406.016,448.960
-54.656,402.112,425.536
-46.848,386.496,429.440
-46.848,366.976,429.440
-54.656,386.496,417.728
-54.656,378.688,402.112
-66.368,370.880,394.304
-54.656,417.728,406.016
-74.176,413.824,402.112
-50.752,386.496,374.784
-54.656,390.400,374.784
-66.368,374.784,363.072
-50.752,374.784,363.072
-74.176,378.688,351.360
-62.464,374.784,355.264
-70.272,366.976,370.880
-78.080,382.592,335.744
-70.272,363.072,335.744
-46.848,366.976,320.128
-54.656,351.360,312.320
-85.888,363.072,327.936
-78.080,378.688,316.224
-78.080,374.784,296.704
-70.272,363.072,312.320
-85.888,366.976,300.608
-93.696,347.456,312.320
-113.216,363.072,296.704
-89.792,355.264,327.936
-109.312,355.264,327.936
-109.312,370.880,312.320
-121.024,366.976,339.648
-144.448,366.976,359.168
-144.448,370.880,378.688
-148.352,382.592,394.304
-140.544,402.112,398.208
-148.352,406.016,437.248
-136.640,441.152,460.672
-144.448,421.632,421.632
-128.832,437.248,460.672
-132.736,445.056,468.480
-113.216,448.960,452.864
-105.408,441.152,488.000
-105.408,409.920,464.576
-101.504,437.248,488.000
-81.984,402.112,468.480
-85.888,402.112,495.808
-85.888,390.400,484.096
-58.560,409.920,472.384
-93.696,402.112,460.672
-81.984,413.824,460.672
-58.560,433.344,464.576
-74.176,370.880,480.192
-97.600,398.208,456.768
-89.792,398.208,460.672
-97.600,382.592,456.768
-105.408,378.688,452.864
-136.640,382.592,464.576
-132.736,374.784,464.576
-171.776,370.880,448.960
-152.256,359.168,452.864
-163.968,382.592,456.768
-179.584,390.400,464.576
-183.488,402.112,456.768
-183.488,398.208,452.864
-218.624,406.016,476.288
-187.392,378.688,488.000
-203.008,402.112,488.000
-222.528,406.016,460.672
-234.240,386.496,476.288
-210.816,437.248,495.808
-206.912,421.632,515.328
-230.336,409.920,491.904
-214.720,398.208,503.616
-226.432,413.824,495.808
-210.816,417.728,495.808
-199.104,394.304,484.096
-226.432,386.496,503.616
-203.008,370.880,503.616
-245.952,366.976,519.232
-214.720,370.880,515.328
-277.184,359.168,530.944
-288.896,366.976,546.560
-273.280,366.976,546.560
-308.416,347.456,546.560
-304.512,378.688,581.696
-331.840,374.784,562.176
-316.224,378.688,597.312
-312.320,417.728,593.408
-339.648,394.304,616.832
-363.072,409.920,628.544
-347.456,437.248,651.968
-366.976,456.768,671.488
