acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps]
-1.962,-7.765,983.564,1066.572,65.610,-298.219
9.879,64.131,960.312,1272.442,305.564,10939.867
-49.434,-50.891,1001.621,144.564,-436.675,12289.876
-27.267,-105.124,1003.485,1065.449,-779.004,9282.279
93.322,-75.667,1009.925,24.849,-380.783,5184.336
-34.837,-131.532,991.609,-1510.492,485.748,-127.619
52.792,-0.683,1003.564,-1945.412,1027.049,-2398.060
3.984,-17.919,995.328,-2493.371,966.895,1299.670
9.013,-7.409,997.250,-3220.179,213.945,7077.980
19.464,-22.473,1002.330,-1798.863,17.220,8330.746
37.861,-18.508,1015.758,-479.156,-278.084,6651.891
31.197,-18.906,1003.481,-469.480,-243.126,5237.203
1.549,-31.820,997.359,-2033.026,15.287,4598.837
27.818,-36.557,1014.331,-2774.517,752.282,3864.514
9.948,-34.453,976.185,-1417.483,860.249,4114.509
11.062,-32.383,1005.865,1232.135,1726.614,2659.905
17.552,-33.823,1000.591,1769.486,1826.404,1942.598
6.094,-25.651,1007.800,2136.477,2765.994,1315.133
11.000,-35.209,989.245,1558.408,2687.527,2116.690
-19.026,-36.412,998.127,-924.336,4507.462,3113.757
9.334,-32.047,994.747,-1063.234,3124.532,2988.936
3.939,-32.597,1005.015,526.388,3289.200,858.711
29.477,-45.082,993.754,302.822,3679.652,576.438
-53.215,-33.691,1002.919,-200.728,8413.705,-4032.129
29.772,-64.457,987.276,712.782,10465.079,-1269.012
41.991,-21.393,1020.633,7184.833,25733.201,-4861.319
-8.814,-59.903,1068.436,16027.716,14385.941,-20395.525
-118.307,0.109,1001.551,25372.149,1018.721,-19835.569
-68.053,41.070,1138.214,17865.304,-13103.248,-6222.340
-78.021,77.384,1592.619,48816.247,-42161.220,-2233.344
57.620,44.590,1587.182,148911.457,-45757.444,844.285
29.554,-100.422,1501.620,221480.255,-1581.437,-7131.989
279.474,-57.203,1267.150,267543.523,82603.327,-44060.850
172.286,184.318,1621.386,305970.411,117389.882,-88059.730
-625.372,-49.172,1916.773,376827.257,52331.661,-79055.961
291.522,31.733,1387.785,430251.425,48037.719,-23004.074
270.423,154.809,1520.768,463628.400,57673.164,-2728.750
25.311,42.974,651.265,506222.605,51235.912,-29919.265
-68.731,207.050,-353.557,438481.719,111074.632,-76546.428
-444.151,543.394,129.585,349200.988,95874.832,-87316.741
-311.358,508.745,-487.703,318890.939,16227.098,-40702.502
-184.161,714.876,-479.445,256048.699,5481.480,25638.739
-273.104,760.079,-199.056,231843.400,5349.411,67350.562
-130.381,727.793,-529.912,171650.253,10012.877,50075.218
-143.304,777.075,-461.845,91964.831,585.829,12996.212
-138.149,743.793,-417.404,36429.418,16046.918,-15124.497
-264.911,848.533,-203.261,26723.000,22267.531,-18079.736
-226.703,820.484,-409.014,20440.764,9311.659,-7243.533
-313.928,867.537,-220.559,3311.025,10322.315,-3715.523
-312.926,920.261,-124.275,-5413.739,17498.083,1376.790
-267.905,1003.648,-98.697,-2455.077,19551.603,9732.792
-214.459,983.471,-161.827,-9161.043,12467.621,16467.725
-179.143,1054.342,-18.750,-9271.325,11483.645,18816.784
-101.059,1034.149,-121.974,-7083.587,6406.318,20810.431
-121.825,1039.851,-60.071,-8289.172,1574.414,18368.829
-117.058,1023.392,-54.161,-9824.082,-5661.858,16861.320
-102.740,1062.690,-119.456,-7642.748,-5071.761,7936.476
-111.716,1020.550,-191.715,-17850.922,-3772.105,-3905.893
-168.909,1002.828,-174.889,-42986.654,-4054.082,-12853.131
-213.978,1006.406,-106.153,-75369.336,-8022.057,-21921.993
-238.483,968.192,-118.267,-88825.710,-21117.441,-22144.948
-214.531,966.126,-204.176,-100524.506,-57282.959,-7919.314
-272.639,847.215,-19.984,-129331.208,-42322.987,-5765.129
-319.816,970.021,379.416,-137417.832,16955.786,-13182.249
-309.460,1112.391,480.338,-99010.947,5571.141,13147.331
-227.402,980.020,77.417,-85736.681,-9571.410,36183.205
-248.327,888.804,49.183,-102372.602,-1563.029,27740.898
-158.206,902.163,210.565,-112678.150,6991.447,13546.168
-162.950,910.611,406.626,-116322.242,26318.728,4938.300
-178.619,908.142,335.705,-104338.718,34305.077,14200.608
-110.801,817.649,61.724,-115878.123,23499.735,21780.485
-98.185,847.620,280.951,-125702.441,-33098.426,21147.356
-179.774,853.347,656.952,-108217.798,-92963.669,34091.222
-201.530,756.179,565.089,-96271.064,-88510.318,54002.137
10.155,741.143,343.549,-102587.701,-45702.078,54987.474
100.256,746.696,306.008,-133601.192,-23722.727,34976.668
93.020,701.722,572.992,-154225.109,-13242.350,10987.057
-29.968,851.205,1029.643,-126063.991,-20420.795,13064.902
9.172,775.295,776.451,-81699.668,-47669.229,36324.735
81.732,577.799,384.509,-93024.955,-12318.229,17972.821
-32.729,479.189,399.580,-147605.368,46313.514,-23433.186
-43.514,518.861,751.071,-179409.698,76052.877,-48844.156
-34.381,787.265,1224.179,-135302.710,37925.759,-27962.332
-45.696,632.683,926.596,-76642.976,-16478.170,16053.107
-64.198,445.734,656.668,-77469.568,-7692.220,12473.052
-116.856,375.478,696.034,-116252.580,35132.711,-15037.490
-72.313,518.539,1050.208,-125526.783,55040.396,-26622.491
-85.416,593.652,1155.070,-86456.881,25278.249,-10314.589
-131.461,457.195,972.817,-57734.555,-5617.636,10546.263
-136.666,363.265,887.150,-62028.838,11459.758,3293.947
-145.809,515.738,1156.936,-54629.241,40741.439,-11405.634
-122.556,493.324,1122.830,-22845.455,34866.520,-9544.627
-117.804,434.952,961.486,-3171.156,25675.562,-8324.615
-171.204,384.399,930.970,-1513.149,18121.559,-6366.950
-210.624,429.583,1006.749,7503.643,4601.611,-888.782
-203.948,430.227,981.669,22649.246,-4614.661,8100.412
-177.627,406.550,882.228,25940.538,3446.666,8160.534
-127.670,397.404,835.506,18987.602,12029.184,6146.022
-112.441,420.476,848.372,11311.990,17145.840,-2801.509
-179.185,413.285,899.549,9426.410,8573.103,-2228.556
-185.260,424.582,868.880,12129.393,-2176.542,3311.625
-133.055,394.021,767.317,3229.060,642.747,7643.707
-165.679,418.493,806.438,-12277.461,13172.947,3806.660
-159.203,425.020,856.555,-20729.450,15054.840,10458.555
-218.889,331.825,776.423,-35618.744,11033.616,29660.132
-221.847,207.113,533.283,-75999.644,37002.914,54736.061
-322.146,41.106,396.594,-151706.810,59472.174,47763.592
-362.599,-156.432,589.134,-248934.279,48106.493,10657.531
-147.897,-287.107,833.805,-325120.690,-8508.038,-10289.823
347.542,-418.755,718.437,-394596.818,-83356.447,-61821.725
271.751,-647.897,920.528,-468637.543,-118136.021,-76258.356
101.454,-1333.515,623.407,-508294.663,-119161.487,-52002.019
-77.331,-1107.641,1340.324,-522829.910,-16076.128,-99646.806
-466.765,-599.333,2059.606,-464245.044,27873.659,-135103.219
-446.397,110.548,2609.012,-331151.822,-3182.936,-95289.193
-309.319,-205.113,1817.766,-161935.963,-13361.966,-2184.015
