acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps]
-1.952,-8.296,999.912,-280.000,280.000,490.000
-0.488,-7.320,993.080,-210.000,210.000,420.000
-0.488,-12.688,996.008,-210.000,210.000,420.000
-2.928,-8.296,1006.256,-140.000,350.000,420.000
0.488,-13.176,1000.888,-280.000,280.000,490.000
-0.488,-9.760,996.496,-280.000,210.000,560.000
-1.952,-12.688,997.960,-210.000,210.000,420.000
-0.976,-10.248,1003.816,-280.000,210.000,420.000
1.952,-8.784,1002.840,-280.000,140.000,490.000
-1.464,-8.296,996.008,-350.000,70.000,280.000
-4.392,-5.856,996.496,-350.000,140.000,350.000
-1.952,-8.296,1000.400,-280.000,210.000,420.000
0.488,-10.736,1000.888,-210.000,280.000,420.000
-2.928,-7.320,999.912,-280.000,210.000,490.000
0.488,-8.296,997.472,-280.000,280.000,490.000
-3.904,-7.320,1000.400,-280.000,210.000,490.000
-0.976,-9.272,1002.352,-280.000,210.000,490.000
-2.928,-7.320,998.448,-210.000,350.000,350.000
-5.368,-8.784,998.448,-210.000,420.000,420.000
-1.464,-9.272,998.448,-350.000,140.000,490.000
-0.488,-10.248,1003.328,-350.000,140.000,350.000
0.976,-9.760,998.936,-210.000,280.000,420.000
-8.784,-10.248,994.056,-210.000,210.000,420.000
-0.976,-11.224,1001.864,-210.000,210.000,490.000
-3.904,-11.712,1002.352,-350.000,280.000,420.000
-3.904,-4.392,1000.400,-210.000,210.000,420.000
-0.976,-11.224,997.472,-210.000,210.000,420.000
-1.464,-10.248,996.496,-280.000,210.000,350.000
0.976,-11.712,1000.888,-350.000,140.000,280.000
-1.952,-7.320,1000.400,-350.000,280.000,350.000
-6.832,-9.760,994.544,-280.000,350.000,420.000
-2.440,-8.784,996.496,-280.000,210.000,420.000
-1.464,-8.784,1000.888,-140.000,210.000,420.000
-0.976,-8.784,1003.816,-280.000,350.000,490.000
-3.416,-8.296,997.960,-350.000,350.000,420.000
-0.488,-2.928,996.496,-350.000,280.000,420.000
-1.952,-9.272,1000.888,-210.000,210.000,490.000
-4.392,-10.248,1000.888,-210.000,210.000,490.000
1.464,-8.784,999.424,-140.000,350.000,350.000
0.976,-9.760,997.960,-210.000,350.000,490.000
1.464,-13.176,997.960,-280.000,210.000,490.000
-4.392,-8.784,1001.864,-350.000,280.000,420.000
2.440,-6.344,996.008,-350.000,280.000,420.000
-0.488,-7.320,997.960,-350.000,280.000,420.000
-2.440,-6.344,998.448,-280.000,280.000,420.000
-2.928,-5.856,999.424,-350.000,210.000,420.000
0.488,-10.248,1002.352,-350.000,350.000,420.000
-1.464,-8.784,1005.768,-280.000,210.000,420.000
-4.880,-10.248,1000.400,-350.000,280.000,420.000
-1.952,-6.832,995.032,-350.000,140.000,420.000
0.976,-8.784,997.960,-350.000,210.000,490.000
0.000,-12.200,1001.376,-210.000,280.000,420.000
-4.392,-8.784,1004.304,-350.000,210.000,420.000
-2.440,-7.808,994.544,-280.000,210.000,420.000
-3.416,-8.296,999.424,-280.000,140.000,420.000
-2.440,-14.152,1000.400,-210.000,140.000,490.000
0.488,-6.832,999.424,-280.000,210.000,420.000
-4.392,-10.736,1000.888,-210.000,210.000,420.000
-4.880,-12.200,995.032,-280.000,140.000,420.000
-4.880,-7.808,1001.376,-280.000,140.000,420.000
-0.976,-9.272,1005.768,-280.000,210.000,490.000
-2.440,-10.736,998.936,-280.000,210.000,350.000
