acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps]
997.472,-11.224,-0.0,-350.0,350.0,420.0
999.912,-8.784,-1.464,-280.0,350.0,350.0
1001.376,-8.784,-0.0,-350.0,350.0,350.0
996.008,-9.76,0.0,-280.0,280.0,420.0
999.424,-10.736,-1.952,-210.0,280.0,420.0
1005.28,-8.784,-3.416,-210.0,210.0,350.0
998.936,-6.832,-1.464,-280.0,210.0,420.0
993.08,-7.32,0.0,-280.0,210.0,560.0
998.448,-10.248,2.928,-280.0,140.0,420.0
998.448,-12.2,1.952,-280.0,210.0,420.0
995.032,-10.736,2.44,-280.0,280.0,350.0
995.52,-7.808,-0.976,-350.0,280.0,420.0
997.96,-9.76,-2.928,-280.0,140.0,560.0
1002.352,-11.712,-0.488,-280.0,210.0,490.0
1004.792,-11.224,-1.464,-140.0,350.0,490.0
1003.328,-10.248,-7.32,-280.0,350.0,490.0
996.496,-6.344,-3.904,-280.0,140.0,490.0
996.008,-8.784,-0.0,-420.0,210.0,490.0
1000.4,-11.712,1.464,-420.0,140.0,420.0
1000.4,-9.272,-4.392,-350.0,280.0,420.0
1001.376,-11.712,-0.976,-350.0,210.0,350.0
999.424,-9.272,-2.44,-280.0,280.0,350.0
999.912,-9.76,-9.76,-350.0,140.0,350.0
999.912,-10.736,0.976,-350.0,350.0,420.0
994.544,-9.272,-0.0,-350.0,280.0,490.0
999.424,-8.784,-5.368,-350.0,280.0,420.0
1001.864,-7.32,-2.928,-280.0,280.0,420.0
1000.4,-4.392,-3.416,-280.0,210.0,420.0
996.496,-11.712,-3.904,-280.0,350.0,350.0
996.496,-8.784,-2.928,-140.0,280.0,420.0
1000.888,-12.2,-0.488,-210.0,350.0,490.0
997.96,-8.784,-2.928,-210.0,280.0,420.0
1000.4,-8.296,-3.416,-280.0,350.0,420.0
990.152,-9.76,-2.928,-280.0,280.0,490.0
997.96,-9.76,-0.0,-280.0,280.0,490.0
999.912,-13.664,-5.856,-280.0,210.0,420.0
1004.792,-4.88,-2.928,-350.0,210.0,490.0
993.568,-12.2,-2.928,-350.0,210.0,490.0
1001.864,-7.808,1.952,-280.0,210.0,350.0
1008.696,-6.832,0.976,-280.0,210.0,490.0
997.96,-10.736,-1.464,-210.0,350.0,420.0
996.496,-8.296,-3.416,-280.0,280.0,420.0
1000.4,-7.32,-2.44,-210.0,210.0,490.0
997.472,-8.296,-1.952,-350.0,210.0,420.0
999.912,-10.248,1.952,-420.0,210.0,420.0
996.496,-9.272,0.0,-280.0,210.0,420.0
994.544,-10.736,-2.928,-280.0,280.0,490.0
1005.768,-11.224,0.488,-350.0,0.0,350.0
999.424,-9.272,-2.44,-280.0,140.0,420.0
999.912,-14.152,-2.44,-210.0,350.0,420.0
997.96,-8.784,2.44,-280.0,210.0,420.0
999.424,-14.64,-1.464,-280.0,140.0,280.0
999.424,-7.808,-1.952,-350.0,210.0,350.0
997.472,-10.736,-2.44,-350.0,280.0,420.0
996.008,-5.856,-4.392,-350.0,210.0,420.0
1001.376,-13.664,-1.464,-420.0,280.0,420.0
1001.376,-9.272,1.952,-350.0,210.0,560.0
999.912,-10.736,-0.488,-350.0,210.0,420.0
1000.4,-10.736,1.952,-280.0,280.0,350.0
999.424,-11.224,-5.856,-210.0,350.0,420.0
994.544,-9.272,2.928,-210.0,280.0,420.0
1003.328,-12.688,1.952,-280.0,350.0,350.0
1001.864,-11.712,-0.0,-280.0,280.0,420.0
998.448,-9.272,1.952,-210.0,210.0,350.0
1005.28,-12.2,1.464,-280.0,210.0,420.0
997.472,-6.832,0.488,-210.0,280.0,420.0
994.544,-7.32,0.488,-210.0,280.0,420.0
997.472,-6.832,-5.368,-210.0,140.0,420.0
999.424,-12.688,-0.976,-350.0,140.0,350.0
999.424,-9.272,-1.952,-420.0,280.0,420.0
1002.84,-5.856,-0.488,-210.0,420.0,420.0
1004.792,-9.272,-3.416,-210.0,350.0,350.0
1002.352,-5.368,1.952,-350.0,280.0,280.0
998.448,-10.736,-3.904,-350.0,280.0,490.0
999.912,-9.272,-3.416,-350.0,210.0,490.0
998.936,-7.32,0.0,-350.0,210.0,490.0
998.448,-8.296,-2.928,-350.0,280.0,350.0
1003.328,-8.296,-0.488,-350.0,210.0,420.0
996.496,-9.272,-2.44,-280.0,210.0,420.0
999.912,-11.224,-2.44,-210.0,210.0,350.0
999.424,-11.224,-0.976,-140.0,350.0,420.0
996.984,-8.296,-2.44,-140.0,420.0,490.0
999.424,-8.296,-4.392,-210.0,280.0,420.0
996.008,-6.344,0.488,-350.0,210.0,490.0
998.448,-7.32,-1.464,-420.0,140.0,420.0
999.424,-7.32,-1.464,-420.0,210.0,490.0
997.96,-5.368,-1.464,-280.0,210.0,420.0
998.936,-10.736,-1.952,-280.0,210.0,420.0
1002.84,-9.76,0.976,-210.0,280.0,420.0
999.424,-9.272,0.976,-210.0,350.0,420.0
996.984,-7.808,-2.44,-280.0,280.0,420.0
992.592,-7.808,-1.952,-350.0,280.0,420.0
997.96,-10.736,4.88,-140.0,140.0,420.0
1003.328,-5.368,-3.416,-140.0,280.0,490.0
996.496,-10.248,-1.464,-210.0,420.0,420.0
999.424,-8.784,-1.464,-210.0,210.0,420.0
998.936,-9.272,-2.44,-280.0,70.0,420.0
996.496,-8.296,-0.0,-280.0,210.0,420.0
995.52,-5.368,1.952,-70.0,280.0,420.0
996.496,-9.76,-1.952,-140.0,210.0,420.0
1000.4,-10.736,0.976,-210.0,210.0,420.0
998.936,-6.344,-2.928,-210.0,280.0,420.0
1002.84,-10.736,-0.488,-210.0,490.0,420.0
997.472,-8.784,-3.904,-210.0,350.0,350.0
1004.792,-11.712,1.464,-210.0,210.0,490.0
1003.328,-9.272,-6.832,-350.0,280.0,490.0
998.936,-9.76,-0.0,-280.0,280.0,420.0
999.424,-11.224,-1.464,-210.0,280.0,420.0
1000.4,-6.344,-1.952,-350.0,210.0,420.0
999.424,-9.272,-0.0,-280.0,280.0,420.0
1001.864,-8.784,-3.416,-140.0,280.0,420.0
999.424,-12.688,-3.416,-140.0,350.0,490.0
997.472,-10.736,-3.416,-280.0,350.0,420.0
1002.352,-11.712,2.928,-350.0,210.0,420.0
999.912,-10.248,-2.928,-280.0,350.0,350.0
1001.376,-6.344,1.464,-210.0,280.0,350.0
995.52,-5.856,-3.416,-210.0,350.0,490.0
1001.864,-8.784,-3.416,-210.0,350.0,490.0
1000.4,-8.784,-1.464,-280.0,350.0,490.0
1003.328,-7.32,1.464,-280.0,280.0,420.0
1005.768,-4.88,-4.392,-280.0,280.0,350.0
1000.4,-10.248,-4.88,-280.0,280.0,420.0
999.424,-3.904,-0.488,-210.0,140.0,420.0
994.544,-8.784,-3.416,-210.0,280.0,420.0
1001.376,-9.272,-4.88,-210.0,350.0,420.0
997.96,-6.832,5.368,-210.0,280.0,420.0
1001.864,-10.248,-0.488,-350.0,280.0,420.0
1002.352,-5.368,-1.952,-280.0,350.0,350.0
996.984,-7.32,-4.392,-280.0,210.0,350.0
997.96,-8.296,-1.952,-350.0,140.0,420.0
1001.864,-11.712,0.976,-280.0,210.0,420.0
999.912,-8.784,-2.928,-210.0,350.0,490.0
999.424,-8.784,0.976,-280.0,210.0,420.0
999.912,-7.32,-1.952,-210.0,210.0,420.0
998.448,-9.272,-1.952,-210.0,140.0,420.0
999.424,-6.344,0.488,-210.0,280.0,490.0
999.424,-10.248,-3.416,-280.0,280.0,420.0
999.424,-7.808,-3.904,-280.0,280.0,420.0
999.424,-10.248,2.44,-350.0,210.0,350.0
1000.4,-8.784,-3.904,-280.0,210.0,420.0
996.984,-8.784,-0.976,-140.0,280.0,490.0
998.448,-7.808,-0.488,-280.0,140.0,420.0
1001.376,-6.832,-5.368,-280.0,140.0,420.0
999.424,-5.368,-3.904,-210.0,350.0,280.0
1001.376,-11.712,-4.88,-280.0,420.0,350.0
997.472,-9.76,1.464,-350.0,420.0,420.0
995.032,-15.128,1.952,-350.0,350.0,420.0
998.936,-9.272,-1.952,-280.0,210.0,420.0
1000.888,-4.88,-0.488,-210.0,350.0,420.0
998.936,-8.296,-5.856,-210.0,350.0,420.0
1001.376,-6.832,-0.0,-210.0,420.0,420.0
1000.888,-6.832,-1.464,-350.0,210.0,490.0
996.984,-12.688,-2.44,-420.0,210.0,420.0
998.448,-6.344,-1.952,-210.0,210.0,420.0
997.472,-12.688,-5.856,-280.0,210.0,420.0
996.496,-14.64,-5.368,-210.0,280.0,420.0
998.936,-8.296,-4.392,-280.0,280.0,350.0
997.96,-8.296,0.488,-280.0,280.0,420.0
998.936,-10.248,0.488,-280.0,350.0,420.0
1003.816,-11.224,0.488,-280.0,210.0,350.0
997.472,-8.296,0.0,-210.0,280.0,350.0
1002.352,-6.344,-4.392,-210.0,280.0,420.0
996.984,-10.736,-3.416,-280.0,210.0,420.0
1000.888,-5.856,1.952,-140.0,140.0,420.0
999.912,-7.808,-1.464,-210.0,210.0,420.0
1006.744,-10.248,-2.928,-280.0,280.0,350.0
999.424,-5.856,-0.976,-350.0,350.0,350.0
997.96,-5.368,-0.976,-210.0,350.0,420.0
1000.888,-11.224,1.952,-280.0,210.0,490.0
998.936,-13.664,0.488,-210.0,280.0,420.0
1002.84,-8.784,1.464,-140.0,140.0,490.0
998.448,-8.784,-1.464,-210.0,280.0,420.0
998.448,-8.784,-2.44,-280.0,350.0,350.0
1001.864,-10.248,-5.368,-280.0,280.0,420.0
1000.4,-9.272,1.952,-210.0,210.0,490.0
997.96,-9.272,2.44,-280.0,280.0,490.0
996.496,-8.784,-4.392,-210.0,420.0,420.0
1004.792,-6.344,-3.416,-280.0,210.0,490.0
997.472,-9.76,-1.464,-350.0,210.0,490.0
997.96,-13.176,-1.952,-280.0,210.0,490.0
996.496,-10.736,-3.904,-280.0,210.0,420.0
997.96,-9.272,1.464,-350.0,140.0,490.0
1000.888,-4.88,-1.952,-280.0,280.0,490.0
999.912,-10.736,0.976,-280.0,350.0,420.0
996.008,-7.808,-1.464,-140.0,210.0,420.0
999.424,-8.784,-5.368,-140.0,280.0,490.0
1007.72,-7.32,-5.368,-210.0,280.0,420.0
999.912,-8.296,-1.952,-280.0,280.0,490.0
993.08,-7.32,-0.488,-210.0,210.0,420.0
996.008,-12.688,-0.488,-210.0,210.0,420.0
1006.256,-8.296,-2.928,-140.0,350.0,420.0
1000.888,-13.176,0.488,-280.0,280.0,490.0
996.496,-9.76,-0.488,-280.0,210.0,560.0
997.96,-12.688,-1.952,-210.0,210.0,420.0
1003.816,-10.248,-0.976,-280.0,210.0,420.0
1002.84,-8.784,1.952,-280.0,140.0,490.0
996.008,-8.296,-1.464,-350.0,70.0,280.0
996.496,-5.856,-4.392,-350.0,140.0,350.0
1000.4,-8.296,-1.952,-280.0,210.0,420.0
1000.888,-10.736,0.488,-210.0,280.0,420.0
999.912,-7.32,-2.928,-280.0,210.0,490.0
997.472,-8.296,0.488,-280.0,280.0,490.0
1000.4,-7.32,-3.904,-280.0,210.0,490.0
1002.352,-9.272,-0.976,-280.0,210.0,490.0
998.448,-7.32,-2.928,-210.0,350.0,350.0
998.448,-8.784,-5.368,-210.0,420.0,420.0
998.448,-9.272,-1.464,-350.0,140.0,490.0
1003.328,-10.248,-0.488,-350.0,140.0,350.0
998.936,-9.76,0.976,-210.0,280.0,420.0
994.056,-10.248,-8.784,-210.0,210.0,420.0
1001.864,-11.224,-0.976,-210.0,210.0,490.0
1002.352,-11.712,-3.904,-350.0,280.0,420.0
1000.4,-4.392,-3.904,-210.0,210.0,420.0
997.472,-11.224,-0.976,-210.0,210.0,420.0
996.496,-10.248,-1.464,-280.0,210.0,350.0
1000.888,-11.712,0.976,-350.0,140.0,280.0
1000.4,-7.32,-1.952,-350.0,280.0,350.0
994.544,-9.76,-6.832,-280.0,350.0,420.0
996.496,-8.784,-2.44,-280.0,210.0,420.0
1000.888,-8.784,-1.464,-140.0,210.0,420.0
1003.816,-8.784,-0.976,-280.0,350.0,490.0
997.96,-8.296,-3.416,-350.0,350.0,420.0
996.496,-2.928,-0.488,-350.0,280.0,420.0
1000.888,-9.272,-1.952,-210.0,210.0,490.0
1000.888,-10.248,-4.392,-210.0,210.0,490.0
999.424,-8.784,1.464,-140.0,350.0,350.0
997.96,-9.76,0.976,-210.0,350.0,490.0
997.96,-13.176,1.464,-280.0,210.0,490.0
1001.864,-8.784,-4.392,-350.0,280.0,420.0
996.008,-6.344,2.44,-350.0,280.0,420.0
997.96,-7.32,-0.488,-350.0,280.0,420.0
998.448,-6.344,-2.44,-280.0,280.0,420.0
999.424,-5.856,-2.928,-350.0,210.0,420.0
1002.352,-10.248,0.488,-350.0,350.0,420.0
1005.768,-8.784,-1.464,-280.0,210.0,420.0
1000.4,-10.248,-4.88,-350.0,280.0,420.0
995.032,-6.832,-1.952,-350.0,140.0,420.0
997.96,-8.784,0.976,-350.0,210.0,490.0
1001.376,-12.2,0.0,-210.0,280.0,420.0
1004.304,-8.784,-4.392,-350.0,210.0,420.0
994.544,-7.808,-2.44,-280.0,210.0,420.0
999.424,-8.296,-3.416,-280.0,140.0,420.0
1000.4,-14.152,-2.44,-210.0,140.0,490.0
999.424,-6.832,0.488,-280.0,210.0,420.0
1000.888,-10.736,-4.392,-210.0,210.0,420.0
995.032,-12.2,-4.88,-280.0,140.0,420.0
1001.376,-7.808,-4.88,-280.0,140.0,420.0
1005.768,-9.272,-0.976,-280.0,210.0,490.0
998.936,-10.736,-2.44,-280.0,210.0,350.0
1000.4,-11.224,2.44,-280.0,210.0,420.0
1000.4,-10.248,-1.464,-280.0,350.0,420.0
1001.376,-10.736,2.928,-280.0,280.0,280.0
999.424,-6.344,2.928,-350.0,280.0,350.0
995.032,-10.736,1.464,-280.0,350.0,420.0
996.008,-10.248,-4.88,-280.0,280.0,490.0
1004.792,-4.88,-0.976,-210.0,210.0,420.0
999.912,-8.784,-0.976,-280.0,210.0,490.0
995.52,-7.808,0.0,-280.0,210.0,420.0
994.056,-10.248,0.488,-140.0,280.0,490.0
1000.888,-10.736,-0.488,-210.0,350.0,560.0
1001.376,-7.808,-1.952,-210.0,350.0,350.0
1002.352,-7.808,-0.488,-280.0,350.0,350.0
998.448,-12.688,-0.488,-140.0,280.0,420.0
